Year,State_Abbr,State,Indicator,Percent,Low CI,High CI,Sample Size
2009,MS,Mississippi,Percent of breastfed infants who were supplemented with infant formula before 3 months,36.1,25.4,48.3,157
2000,AK,Alaska,Percent of infants who were breastfed at 6 months,44.3,30.7,58.8,140
2013,SD,South Dakota,Percent of infants who were breastfed at 6 months,53.4,45.7,60.9,239
2001,OK,Oklahoma,Percent of infants who were breastfed at 6 months,33.8,26.9,41.5,386
2010,ND,North Dakota,Percent of infants who were breastfed at 6 months,47.1,39.5,55,239
2006,UT,Utah,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,21.7,16.5,28,306
2015,HI,Hawaii,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.3,12.7,23.2,252
2010,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula before 6 months,30.1,20.9,41.3,110
2010,PA,Pennsylvania,Percent of breastfed infants who were supplemented with infant formula before 3 months,36.4,29.8,43.6,341
2003,NJ,New Jersey,Percent of infants who were breastfed at 12 months,19.1,14.8,24.4,838
2009,CA,California,Percent of infants who were breastfed at 6 months,60.7,55.1,66.1,523
2007,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.9,10.6,20.6,278
2011,DC,District of Columbia,Percent of infants who were exclusively breastfed through 6 months,17.3,12.1,24,253
2000,UT,Utah,Percent of infants who were breastfed at 12 months,22,13.3,34.2,136
2011,NJ,New Jersey,Percent of infants who were breastfed at 12 months,30.9,24.7,37.9,290
2010,TN,Tennessee,Percent of infants who were ever breastfed,65.5,57.7,72.6,279
2016,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula before 3 months,25.9,20.2,32.5,274
2010,MT,Montana,Percent of infants who were exclusively breastfed through 6 months,21.6,15.9,28.8,270
2016,ND,North Dakota,Percent of breastfed infants who were supplemented with infant formula before 3 months,20.3,14.6,27.4,194
2008,LA,Louisiana,Percent of infants who were exclusively breastfed through 6 months,8.1,5.4,11.9,373
2009,NY,New York,Percent of breastfed infants who were supplemented with infant formula before 3 months,42.4,37.6,47.3,550
2003,KY,Kentucky,Percent of infants who were breastfed at 12 months,6.7,4.7,9.5,366
2013,AL,Alabama,Percent of breastfed infants who were supplemented with infant formula before 3 months,30.2,22.6,39.1,175
2007,NH,New Hampshire,Percent of infants who were breastfed at 6 months,49.6,43.7,55.6,329
2006,MS,Mississippi,Percent of breastfed infants who were supplemented with infant formula before 6 months,51.2,40,62.2,124
2014,MS,Mississippi,Percent of infants who were ever breastfed,57.5,50.9,63.9,304
2008,MI,Michigan,Percent of infants who were ever breastfed,68.7,62.6,74.2,415
2009,DE,Delaware,Percent of infants who were exclusively breastfed through 6 months,11.2,8.2,15,392
2009,TX,Texas,Percent of breastfed infants who were supplemented with infant formula before 6 months,50.6,44.7,56.4,1089
2014,WY,Wyoming,Percent of breastfed infants who were supplemented with infant formula before 3 months,23.8,17.9,30.8,216
2011,HI,Hawaii,Percent of infants who were exclusively breastfed through 6 months,26.4,20.6,33.1,267
2010,NY,New York,Percent of infants who were exclusively breastfed through 3 months,33.8,29.6,38.2,589
2013,FL,Florida,Percent of infants who were exclusively breastfed through 6 months,18.4,13.9,24,323
2008,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,16.8,12.2,22.5,357
2013,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,10.6,6.8,16.2,200
2008,NC,North Carolina,Percent of infants who were breastfed at 6 months,37.2,31.9,42.9,407
2015,DE,Delaware,Percent of breastfed infants who were supplemented with infant formula before 6 months,32.9,24.8,42.2,147
2004,NM,New Mexico,Percent of infants who were breastfed at 12 months,23.2,18.8,28.3,569
2013,TN,Tennessee,Percent of infants who were breastfed at 6 months,42.5,35.4,50,233
2009,OR,Oregon,Percent of infants who were breastfed at 12 months,41.4,34.4,48.8,373
2009,ND,North Dakota,Percent of infants who were breastfed at 6 months,48.1,40.6,55.7,312
2008,MO,Missouri,Percent of infants who were breastfed at 12 months,17.8,14.2,22.1,465
2006,AR,Arkansas,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.4,14.3,25.8,306
2013,AK,Alaska,Percent of breastfed infants who were supplemented with infant formula before 3 months,22.3,16.9,28.8,249
2009,UT,Utah,Percent of infants who were exclusively breastfed through 3 months,44.4,37.8,51.3,353
2016,NV,Nevada,Percent of infants who were breastfed at 6 months,54.1,47.5,60.7,299
2005,OK,Oklahoma,Percent of infants who were ever breastfed,69.6,63.3,75.2,359
2011,MA,Massachusetts,Percent of infants who were exclusively breastfed through 6 months,17.5,12.4,24.2,237
2003,TX,Texas,Percent of infants who were ever breastfed,71.5,68.1,74.7,2038
2004,UT,Utah,Percent of infants who were breastfed at 6 months,56.8,50.4,63,328
2015,PA,Pennsylvania,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.4,9.8,20.8,558
2003,MT,Montana,Percent of infants who were breastfed at 12 months,26.1,21.3,31.4,381
2014,NJ,New Jersey,Percent of infants who were exclusively breastfed through 3 months,47.1,40.8,53.6,346
2014,WA,Washington,Percent of infants who were ever breastfed,92.1,87.7,95,340
2005,WI,Wisconsin,Percent of infants who were breastfed at 6 months,41.4,35,48.1,307
2008,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula before 6 months,39.5,31.3,48.4,195
2015,HI,Hawaii,Percent of breastfed infants who were supplemented with infant formula before 6 months,25.5,19.3,32.9,189
2008,LA,Louisiana,Percent of infants who were breastfed at 12 months,8.2,5.7,11.5,380
2007,NJ,New Jersey,Percent of infants who were exclusively breastfed through 6 months,10.1,7.6,13.4,504
2015,MN,Minnesota,Percent of infants who were breastfed at 12 months,38.9,32.2,46,282
2007,OK,Oklahoma,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.4,17.4,28.4,307
2009,AK,Alaska,Percent of infants who were breastfed at 6 months,56.6,50.4,62.7,382
2008,DE,Delaware,Percent of breastfed infants who were supplemented with infant formula before 3 months,37.6,31.2,44.4,284
2004,NE,Nebraska,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.6,24.8,39.3,199
2013,NJ,New Jersey,Percent of breastfed infants who were supplemented with infant formula before 6 months,43.2,34.7,52.2,189
2012,DC,District of Columbia,Percent of infants who were breastfed at 6 months,58.9,51,66.4,313
2007,IL,Illinois,Percent of breastfed infants who were supplemented with infant formula before 3 months,40.9,35.2,46.9,590
2015,AZ,Arizona,Percent of breastfed infants who were supplemented with infant formula before 6 months,31.5,24.3,39.6,187
2015,CT,Connecticut,Percent of infants who were breastfed at 12 months,39.1,33,45.5,321
2006,MO,Missouri,Percent of infants who were breastfed at 6 months,33,28.1,38.3,442
2006,WY,Wyoming,Percent of infants who were ever breastfed,83.3,78.1,87.5,352
2007,MD,Maryland,Percent of infants who were ever breastfed,74.8,68.3,80.3,595
2014,LA,Louisiana,Percent of infants who were breastfed at 12 months,18.6,14.2,24,275
2002,UT,Utah,Percent of infants who were breastfed at 12 months,23.5,19,28.7,362
2013,PR,Puerto Rico,Percent of breastfed infants who were supplemented with infant formula before 6 months,37.1,28.9,46.2,165
2014,OR,Oregon,Percent of infants who were breastfed at 12 months,45.4,38.5,52.4,260
2007,NM,New Mexico,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.4,15.1,24.7,364
2016,ID,Idaho,Percent of breastfed infants who were supplemented with infant formula before 3 months,16.8,11.5,23.9,159
2010,TX,Texas,Percent of breastfed infants who were supplemented with infant formula before 3 months,39.2,33.8,44.9,1033
2007,NY,New York,Percent of infants who were breastfed at 6 months,50,46,54.1,758
2009,ME,Maine,Percent of infants who were exclusively breastfed through 6 months,15.3,11.6,19.9,329
2008,WA,Washington,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.2,14.9,24.4,465
2008,WY,Wyoming,Percent of breastfed infants who were supplemented with infant formula before 6 months,28.2,21.9,35.6,185
2011,WY,Wyoming,Percent of infants who were breastfed at 12 months,30,23.3,37.6,211
2009,ME,Maine,Percent of infants who were breastfed at 6 months,41.7,35.5,48.1,335
2007,TN,Tennessee,Percent of breastfed infants who were supplemented with infant formula before 6 months,44.3,35.6,53.4,179
2013,AK,Alaska,Percent of infants who were breastfed at 12 months,38.4,32.8,44.4,316
2013,ID,Idaho,Percent of infants who were breastfed at 6 months,65.4,58.1,72.1,216
2014,CO,Colorado,Percent of breastfed infants who were supplemented with infant formula before 6 months,29.5,21.9,38.5,184
2007,KS,Kansas,Percent of infants who were breastfed at 12 months,21,16.6,26.3,334
2012,PA,Pennsylvania,Percent of infants who were ever breastfed,71.1,65.3,76.3,672
2000,WY,Wyoming,Percent of infants who were breastfed at 12 months,20.3,11.1,34.2,142
2009,MD,Maryland,Percent of breastfed infants who were supplemented with infant formula before 3 months,42.1,35.5,48.9,483
2005,MO,Missouri,Percent of infants who were exclusively breastfed through 6 months,9.2,6.4,13.1,378
2013,PR,Puerto Rico,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,30.2,24.1,37,307
2013,MO,Missouri,Percent of infants who were exclusively breastfed through 6 months,24.7,18.9,31.7,235
2009,WI,Wisconsin,Percent of breastfed infants who were supplemented with infant formula before 6 months,47,37.6,56.6,194
2013,MT,Montana,Percent of infants who were exclusively breastfed through 6 months,33.8,26.9,41.4,249
2000,AK,Alaska,Percent of infants who were breastfed at 12 months,26.1,16.3,39.1,140
2009,MO,Missouri,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.2,24.3,39.1,264
2007,FL,Florida,Percent of infants who were breastfed at 12 months,16.7,13.3,20.7,522
2001,CA,California,Percent of infants who were breastfed at 12 months,25.6,22.5,28.8,1565
2013,ND,North Dakota,Percent of infants who were breastfed at 12 months,27.9,22.1,34.6,273
2010,MO,Missouri,Percent of infants who were breastfed at 6 months,36.9,29.7,44.8,258
2011,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula before 6 months,34,26.3,42.6,174
2003,CO,Colorado,Percent of infants who were ever breastfed,84.4,79.3,88.5,488
2010,NM,New Mexico,Percent of infants who were breastfed at 6 months,40.8,33.9,48.2,272
2005,ID,Idaho,Percent of infants who were ever breastfed,87.1,82.2,90.9,280
2013,UT,Utah,Percent of infants who were exclusively breastfed through 6 months,27,20.8,34.2,215
2009,DE,Delaware,Percent of infants who were exclusively breastfed through 3 months,31.5,26.5,37.1,392
2014,OR,Oregon,Percent of infants who were ever breastfed,93.2,89.2,95.8,260
2004,AR,Arkansas,Percent of infants who were breastfed at 6 months,28.5,23.3,34.3,386
2014,VI,Virgin Islands,Percent of breastfed infants who were supplemented with infant formula before 3 months,44.8,37.5,52.4,252
2014,KS,Kansas,Percent of infants who were ever breastfed,77.1,70.2,82.7,231
2008,PA,Pennsylvania,Percent of infants who were breastfed at 12 months,21.1,17.8,24.9,825
2008,KY,Kentucky,Percent of breastfed infants who were supplemented with infant formula before 3 months,30.2,22.7,38.9,168
2011,ME,Maine,Percent of infants who were exclusively breastfed through 3 months,48.6,40.6,56.5,209
2007,OR,Oregon,Percent of infants who were exclusively breastfed through 3 months,52,46.2,57.7,406
2015,NV,Nevada,Percent of infants who were breastfed at 12 months,30.6,24.9,36.9,286
2011,ME,Maine,Percent of infants who were breastfed at 12 months,29.2,22.8,36.5,210
2005,ME,Maine,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,12.2,7.9,18.4,244
2008,VA,Virginia,Percent of breastfed infants who were supplemented with infant formula before 3 months,35.5,29.2,42.2,375
2012,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula before 6 months,45.5,37.1,54.3,209
2006,WI,Wisconsin,Percent of breastfed infants who were supplemented with infant formula before 3 months,23.4,17.7,30.4,217
2016,ND,North Dakota,Percent of infants who were exclusively breastfed through 3 months,54.5,47.5,61.4,255
2001,NM,New Mexico,Percent of infants who were breastfed at 12 months,21.3,16.4,27.2,370
2015,TX,Texas,Percent of infants who were breastfed at 6 months,56.6,53.1,60,1888
2006,VA,Virginia,Percent of breastfed infants who were supplemented with infant formula before 6 months,41.9,32.9,51.4,183
2004,NE,Nebraska,Percent of infants who were breastfed at 6 months,46.9,40.8,53,352
2007,MI,Michigan,Percent of infants who were breastfed at 12 months,20.1,15.8,25.3,433
2007,ME,Maine,Percent of breastfed infants who were supplemented with infant formula before 6 months,24.9,19,31.9,198
2016,RI,Rhode Island,Percent of infants who were breastfed at 6 months,49.8,43.2,56.5,252
2006,IN,Indiana,Percent of infants who were exclusively breastfed through 6 months,11.1,8.2,14.8,664
2015,MI,Michigan,Percent of breastfed infants who were supplemented with infant formula before 6 months,33.2,25.6,41.7,164
2016,AL,Alabama,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.2,12.2,23.9,262
2015,AL,Alabama,Percent of infants who were exclusively breastfed through 3 months,34.1,28.5,40.1,319
2011,MS,Mississippi,Percent of infants who were exclusively breastfed through 6 months,10.1,6.2,16.1,210
2005,NE,Nebraska,Percent of infants who were exclusively breastfed through 6 months,14.9,10.7,20.3,295
2004,WY,Wyoming,Percent of infants who were breastfed at 12 months,20.2,16.4,24.7,388
2015,DE,Delaware,Percent of infants who were breastfed at 6 months,55.6,48.4,62.7,251
2016,AK,Alaska,Percent of infants who were breastfed at 6 months,70.8,64,76.7,249
2009,LA,Louisiana,Percent of infants who were exclusively breastfed through 3 months,22.3,17.8,27.5,416
2006,NM,New Mexico,Percent of infants who were breastfed at 6 months,40.1,34.5,46,411
2004,WV,West Virginia,Percent of infants who were ever breastfed,58.9,53.1,64.5,394
2001,SC,South Carolina,Percent of infants who were ever breastfed,56.6,49.5,63.4,303
2016,OR,Oregon,Percent of breastfed infants who were supplemented with infant formula before 3 months,16.6,10.6,25.1,143
2011,LA,Louisiana,Percent of breastfed infants who were supplemented with infant formula before 3 months,32.2,23.2,42.8,126
2013,ME,Maine,Percent of infants who were exclusively breastfed through 3 months,53.7,46.1,61,248
2007,WV,West Virginia,Percent of breastfed infants who were supplemented with infant formula before 3 months,39.9,31.5,49,153
2006,MS,Mississippi,Percent of breastfed infants who were supplemented with infant formula before 3 months,42,32.9,51.6,181
2011,KS,Kansas,Percent of infants who were ever breastfed,77.4,70.2,83.2,209
2016,AL,Alabama,Percent of infants who were exclusively breastfed through 6 months,20,15.4,25.5,330
2010,NJ,New Jersey,Percent of infants who were exclusively breastfed through 3 months,34.2,27.9,41.2,286
2016,AZ,Arizona,Percent of breastfed infants who were supplemented with infant formula before 3 months,32.9,26.1,40.5,218
2011,NJ,New Jersey,Percent of infants who were ever breastfed,81.6,75.2,86.7,290
2015,OR,Oregon,Percent of infants who were exclusively breastfed through 6 months,33.4,26.9,40.6,238
2008,NM,New Mexico,Percent of infants who were ever breastfed,75.4,69.4,80.5,468
2012,WY,Wyoming,Percent of infants who were ever breastfed,86.3,77.3,92.1,231
2011,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula before 6 months,29.3,22.5,37,186
2013,WI,Wisconsin,Percent of infants who were exclusively breastfed through 6 months,26.6,20.6,33.6,234
2012,RI,Rhode Island,Percent of infants who were exclusively breastfed through 3 months,39.2,31.5,47.5,219
2006,AL,Alabama,Percent of infants who were exclusively breastfed through 6 months,6.8,4.8,9.4,436
2007,KY,Kentucky,Percent of infants who were exclusively breastfed through 6 months,11.5,8.7,15.1,442
2014,AZ,Arizona,Percent of infants who were breastfed at 6 months,52.1,44.6,59.5,301
2006,NJ,New Jersey,Percent of breastfed infants who were supplemented with infant formula before 6 months,54.7,47.1,62,255
2005,HI,Hawaii,Percent of infants who were breastfed at 12 months,38.9,33,45.3,328
2005,NJ,New Jersey,Percent of infants who were exclusively breastfed through 6 months,10.2,7.3,13.9,422
2003,WV,West Virginia,Percent of infants who were ever breastfed,56.3,50.1,62.3,376
2007,TN,Tennessee,Percent of infants who were ever breastfed,64.6,59,69.9,475
2011,AR,Arkansas,Percent of infants who were breastfed at 12 months,13.5,9.2,19.3,220
2002,WA,Washington,Percent of infants who were breastfed at 6 months,53,48.1,57.8,635
2008,MT,Montana,Percent of infants who were exclusively breastfed through 3 months,49.8,43.9,55.7,357
2009,CT,Connecticut,Percent of infants who were exclusively breastfed through 6 months,15.6,12.2,19.8,443
2007,NM,New Mexico,Percent of infants who were exclusively breastfed through 6 months,16.8,13,21.4,429
2010,AL,Alabama,Percent of infants who were exclusively breastfed through 3 months,23.6,17.7,30.8,248
2006,WY,Wyoming,Percent of infants who were breastfed at 6 months,52.8,47,58.5,352
2014,PR,Puerto Rico,Percent of infants who were exclusively breastfed through 3 months,38.9,33.9,44.1,504
2011,PA,Pennsylvania,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.2,17.4,27.9,471
2000,PA,Pennsylvania,Percent of infants who were breastfed at 6 months,36.8,26.4,48.7,314
2009,GA,Georgia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,29.4,23.1,36.6,309
2011,DC,District of Columbia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,24.4,18.1,32,212
2008,TX,Texas,Percent of infants who were ever breastfed,73.6,69.9,77.1,2093
2007,DE,Delaware,Percent of infants who were breastfed at 12 months,20.1,16.3,24.5,426
2014,IN,Indiana,Percent of infants who were exclusively breastfed through 3 months,46.5,39.6,53.5,260
2005,CO,Colorado,Percent of infants who were breastfed at 6 months,51,43.6,58.4,353
2016,KS,Kansas,Percent of infants who were breastfed at 6 months,53,44.7,61.3,201
2002,WI,Wisconsin,Percent of infants who were ever breastfed,65.6,60.1,70.7,620
2010,ID,Idaho,Percent of infants who were exclusively breastfed through 3 months,44.6,37.1,52.3,252
2013,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula before 3 months,17.5,12.3,24.3,182
2001,GA,Georgia,Percent of infants who were ever breastfed,61.8,55.9,67.5,778
2004,MT,Montana,Percent of breastfed infants who were supplemented with infant formula before 6 months,35.3,27.5,44.1,191
2011,AK,Alaska,Percent of infants who were breastfed at 6 months,64.3,57.5,70.6,295
2012,MA,Massachusetts,Percent of infants who were exclusively breastfed through 6 months,26.2,20.1,33.3,262
2006,KS,Kansas,Percent of infants who were exclusively breastfed through 6 months,17.1,12.6,22.7,352
2011,RI,Rhode Island,Percent of infants who were exclusively breastfed through 6 months,19.3,13.9,26,243
2010,CA,California,Percent of infants who were breastfed at 12 months,42.1,34.3,50.3,278
2001,NY,New York,Percent of infants who were breastfed at 12 months,21.5,17.6,26.1,779
2006,FL,Florida,Percent of infants who were exclusively breastfed through 3 months,31.3,26.4,36.5,860
2004,WV,West Virginia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,17.3,12.3,23.7,225
2010,IA,Iowa,Percent of infants who were exclusively breastfed through 3 months,37.9,30.8,45.6,261
2005,VT,Vermont,Percent of infants who were breastfed at 12 months,33.3,27.5,39.6,292
2014,MN,Minnesota,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,12.5,8,19.1,274
2016,AR,Arkansas,Percent of breastfed infants who were supplemented with infant formula before 6 months,29.7,21.6,39.2,132
2010,AL,Alabama,Percent of infants who were breastfed at 12 months,12.9,8.8,18.5,250
2004,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula before 3 months,45.7,37.7,53.9,211
2007,NJ,New Jersey,Percent of breastfed infants who were supplemented with infant formula before 3 months,43.7,37.2,50.5,325
2009,MO,Missouri,Percent of infants who were exclusively breastfed through 3 months,34.3,28.8,40.2,431
2015,WI,Wisconsin,Percent of breastfed infants who were supplemented with infant formula before 6 months,34.1,26.2,42.9,165
2010,VT,Vermont,Percent of infants who were ever breastfed,82.8,76.6,87.6,245
2006,UT,Utah,Percent of infants who were exclusively breastfed through 6 months,20.3,15,27,330
2014,AR,Arkansas,Percent of infants who were ever breastfed,64.4,56.5,71.5,252
2016,VT,Vermont,Percent of breastfed infants who were supplemented with infant formula before 3 months,19.6,13.8,27.1,206
2005,AK,Alaska,Percent of breastfed infants who were supplemented with infant formula before 3 months,31.4,24.6,39.1,213
2007,NY,New York,Percent of breastfed infants who were supplemented with infant formula before 3 months,47.3,42.3,52.3,508
2010,NY,New York,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,34,29.2,39.2,502
2000,MA,Massachusetts,Percent of infants who were breastfed at 12 months,14.8,8.6,24.3,272
2015,LA,Louisiana,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,15.7,11.3,21.5,292
2011,NY,New York,Percent of infants who were ever breastfed,80.5,76.3,84.2,539
2014,RI,Rhode Island,Percent of infants who were exclusively breastfed through 3 months,48.5,41.6,55.4,263
2015,CO,Colorado,Percent of infants who were breastfed at 12 months,40,33.3,47.2,281
2009,OK,Oklahoma,Percent of infants who were exclusively breastfed through 6 months,9.1,6.4,12.6,378
2011,NC,North Carolina,Percent of breastfed infants who were supplemented with infant formula before 6 months,38.6,29.4,48.7,143
2002,NM,New Mexico,Percent of infants who were ever breastfed,75.9,69.7,81.3,379
2013,SC,South Carolina,Percent of infants who were exclusively breastfed through 6 months,22.8,17.3,29.3,272
2011,WA,Washington,Percent of breastfed infants who were supplemented with infant formula before 6 months,38.7,28.6,49.8,139
2005,SC,South Carolina,Percent of infants who were exclusively breastfed through 3 months,27.4,22.9,32.4,462
2013,PR,Puerto Rico,Percent of infants who were breastfed at 6 months,37.1,31.6,42.9,363
2012,UT,Utah,Percent of infants who were breastfed at 6 months,61.6,53.3,69.2,240
2002,NM,New Mexico,Percent of infants who were breastfed at 6 months,44.8,38.8,51.1,379
2010,ND,North Dakota,Percent of breastfed infants who were supplemented with infant formula before 6 months,31,22,41.8,117
2011,MA,Massachusetts,Percent of infants who were breastfed at 12 months,24.9,18.8,32.2,245
2001,DC,District of Columbia,Percent of infants who were ever breastfed,65.7,59,71.9,415
2015,NY,New York,Percent of infants who were exclusively breastfed through 6 months,21.4,18,25.3,631
2000,AZ,Arizona,Percent of infants who were breastfed at 6 months,42.7,33.2,52.7,342
2007,ME,Maine,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,9.8,6.6,14.3,287
2004,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,22.2,16.8,28.8,435
2005,UT,Utah,Percent of breastfed infants who were supplemented with infant formula before 3 months,38.1,30.9,45.7,276
2012,IN,Indiana,Percent of infants who were exclusively breastfed through 6 months,22.9,17.4,29.4,320
2007,MO,Missouri,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,19.3,14.6,25.2,344
2004,FL,Florida,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,24.6,20.4,29.4,947
2004,NC,North Carolina,Percent of infants who were exclusively breastfed through 3 months,27.6,22.5,33.3,337
2012,WV,West Virginia,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,18.5,12.2,27.2,164
2015,MA,Massachusetts,Percent of infants who were breastfed at 6 months,55.6,48.2,62.7,341
2007,OR,Oregon,Percent of infants who were breastfed at 6 months,61.9,56.1,67.4,414
2005,TN,Tennessee,Percent of breastfed infants who were supplemented with infant formula before 6 months,47.2,36.8,57.8,137
2013,MO,Missouri,Percent of breastfed infants who were supplemented with infant formula before 6 months,24,16.8,33.2,146
2010,AZ,Arizona,Percent of infants who were ever breastfed,81.9,74,87.8,253
2005,MA,Massachusetts,Percent of breastfed infants who were supplemented with infant formula before 6 months,43.5,34.7,52.8,167
2015,VT,Vermont,Percent of infants who were breastfed at 12 months,51.3,44.5,58,249
2016,OR,Oregon,Percent of infants who were exclusively breastfed through 3 months,65.6,56.4,73.7,173
2004,HI,Hawaii,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,27.9,21.9,34.8,283
2007,OR,Oregon,Percent of infants who were ever breastfed,86.5,82,90,414
2007,AK,Alaska,Percent of infants who were exclusively breastfed through 3 months,44.9,38.8,51.1,312
2010,TX,Texas,Percent of infants who were exclusively breastfed through 3 months,33.6,29.7,37.6,1591
2014,NV,Nevada,Percent of infants who were exclusively breastfed through 3 months,45.4,38,52.9,225
2010,AK,Alaska,Percent of infants who were exclusively breastfed through 3 months,46.5,39.9,53.3,277
2015,KY,Kentucky,Percent of breastfed infants who were supplemented with infant formula before 6 months,36.1,26.8,46.6,128
2013,WY,Wyoming,Percent of infants who were exclusively breastfed through 6 months,27,20.9,34.2,236
2013,MT,Montana,Percent of breastfed infants who were supplemented with infant formula before 3 months,16,10.3,23.9,200
2010,CT,Connecticut,Percent of breastfed infants who were supplemented with infant formula before 6 months,46.6,37.7,55.7,156
2011,WY,Wyoming,Percent of breastfed infants who were supplemented with infant formula before 3 months,29.1,21.1,38.6,147
2004,AR,Arkansas,Percent of infants who were exclusively breastfed through 6 months,6.5,3.9,10.6,362
2004,KY,Kentucky,Percent of infants who were exclusively breastfed through 6 months,6.8,4.7,9.8,405
2008,CA,California,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,29.2,24.2,34.8,462
2016,OR,Oregon,Percent of infants who were ever breastfed,93.5,87.4,96.8,179
2005,IN,Indiana,Percent of infants who were breastfed at 12 months,17.7,14,22.2,672
2016,NE,Nebraska,Percent of infants who were breastfed at 12 months,39.1,32.2,46.5,225
2008,SC,South Carolina,Percent of infants who were breastfed at 12 months,15.3,11.8,19.5,410
2010,FL,Florida,Percent of infants who were ever breastfed,72.5,64.4,79.3,248
2006,CA,California,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,25.9,21.9,30.4,1026
2015,WV,West Virginia,Percent of infants who were exclusively breastfed through 3 months,36.3,30.5,42.6,305
2011,IN,Indiana,Percent of infants who were exclusively breastfed through 3 months,35.7,29.3,42.7,251
2009,MN,Minnesota,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,14.6,10.2,20.4,298
2011,MT,Montana,Percent of infants who were breastfed at 12 months,25.5,19.6,32.5,218
2005,PA,Pennsylvania,Percent of infants who were breastfed at 12 months,17.4,14.3,20.9,807
2006,KY,Kentucky,Percent of infants who were breastfed at 12 months,15,11.6,19.2,412
2013,CO,Colorado,Percent of breastfed infants who were supplemented with infant formula before 6 months,37.5,29.7,46,198
2004,CO,Colorado,Percent of breastfed infants who were supplemented with infant formula before 3 months,39,29.6,49.3,206
2013,PR,Puerto Rico,Percent of infants who were exclusively breastfed through 6 months,20.1,16.1,24.7,361
2007,CO,Colorado,Percent of breastfed infants who were supplemented with infant formula before 3 months,32.8,25.9,40.5,376
2011,TN,Tennessee,Percent of breastfed infants who were supplemented with infant formula before 3 months,25.1,17.3,35,151
2010,AZ,Arizona,Percent of breastfed infants who were supplemented with infant formula before 6 months,36.4,27.2,46.7,131
2013,FL,Florida,Percent of infants who were ever breastfed,81.1,74.7,86.2,335
2013,OK,Oklahoma,Percent of infants who were exclusively breastfed through 3 months,35.1,28.2,42.7,220
2004,ND,North Dakota,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,13.2,9.1,18.9,277
2005,WV,West Virginia,Percent of infants who were exclusively breastfed through 6 months,5.5,3.6,8.3,357
2012,NH,New Hampshire,Percent of infants who were exclusively breastfed through 3 months,55.8,48.2,63.2,222
2016,MI,Michigan,Percent of infants who were breastfed at 6 months,56.7,49.9,63.2,321
2005,CA,California,Percent of infants who were breastfed at 6 months,58.1,53.7,62.5,1496
2005,AZ,Arizona,Percent of breastfed infants who were supplemented with infant formula before 6 months,52.7,44.2,61,198
2010,CO,Colorado,Percent of infants who were breastfed at 12 months,28.2,21.2,36.3,255
2008,HI,Hawaii,Percent of infants who were breastfed at 12 months,32.4,27.4,37.9,477
2007,KS,Kansas,Percent of breastfed infants who were supplemented with infant formula before 6 months,45.2,36.5,54.2,179
2003,MI,Michigan,Percent of infants who were breastfed at 12 months,15.3,12.1,19.1,762
2008,UT,Utah,Percent of breastfed infants who were supplemented with infant formula before 6 months,42.5,35.6,49.6,289
2016,IL,Illinois,Percent of infants who were breastfed at 6 months,57.3,52.3,62.2,561
2005,HI,Hawaii,Percent of infants who were breastfed at 6 months,56.7,50.1,63.1,328
